gene_symbol	geneid	ensemblid	geneNcbiType	geneDSI	geneDPI	genepLI	uniprotids	protein_classid	protein_class_name	disease_name	diseaseType	diseaseUMLSCUI	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseClasses_DO	diseaseClasses_HPO	numCTsupportingAssociation	numPMIDs	chemicalsIncludedInEvidence	score	yearInitial	yearFinal	evidence_level	evidence_index	diseaseid
MMP2	4313	ENSG00000087245	protein-coding	0.317	0.913	6.2654e-05	P08253	DTO_05007624	Enzyme	Rheumatoid arthritis	disease	C0003873	Skin and Connective Tissue Diseases (C17)|Musculoskeletal Diseases (C05)|Immune System Diseases (C20)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	0	1		0.75	2006	2006		0.870967741935484	C0003873
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Kidney Failure, Acute	disease	C0022660	Urogenital Diseases (C12)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the genitourinary system (00119)	0	1		0.75	2010	2010		0.916666666666667	C0022660
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	H2EHT1|A0A087WT22|K7PPA8|A0A087X1Q1|Q53GA5|P04637|A0A087WXZ1	DTO_05007542	Transcription factor	Cancer, Cervical	disease	C4048328	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)		Abnormality of the genitourinary system (00119)|Neoplasm (02664)	0	2		0.75	1991	1992		0.85	C4048328
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Autoimmune Hepatitides	disease	C0241910	Immune System Diseases (C20)|Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)		1	0		0.75				0.8	C0241910
ADRB2	154	ENSG00000169252	protein-coding	0.421	0.957	0.0010085	P07550|X5DQM5	DTO_02300001	G-protein coupled receptor	Neoplasm, Stomach	disease	C0038356	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	1		0.75	2007	2007		1	C0038356
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087X1Q1|Q53GA5|H2EHT1|A0A087WXZ1|A0A087WT22|K7PPA8	DTO_05007542	Transcription factor	Anaplastic astrocytoma	disease	C0334579	Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.75				0.878048780487805	C0334579
IL1A	3552	ENSG00000115008	protein-coding	0.323	0.957	0.060574	P01583			Schnitzler Syndrome	disease	C0524988	Immune System Diseases (C20)	Disease or Syndrome (T047)	disease of anatomical entity (7)		1	0		0.75				0.888888888888889	C0524988
ADA	100	ENSG00000196839	protein-coding	0.402	0.913	9.3522e-15	A0A0S2Z381|P00813|F5GWI4	DTO_05007624	Enzyme	Lung Neoplasm	disease	C0024121	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the respiratory system (02086)|Neoplasm (02664)	0	1		0.75	1990	1990		1	C0024121
ABL1	25	ENSG00000097007	protein-coding	0.395	0.913	1	P00519|Q59FK4	DTO_03300101	Kinase	Precursor T-cell lymphoblastic leukaemia	disease	C1961099	Hemic and Lymphatic Diseases (C15)|Immune System Diseases (C20)|Neoplasms (C04)	Neoplastic Process (T191)		Abnormality of blood and blood-forming tissues (01871)|Neoplasm (02664)|Abnormality of the immune system (02715)	0	3		0.75	2010	2018		1	C1961099
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	Q504U8|B7Z2I3|E7BSV0|C9JYS6|P00533|F2YGG7	DTO_03300101	Kinase	Dermatitides	disease	C0011603	Skin and Connective Tissue Diseases (C17)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the integument (01574)|Abnormality of the immune system (02715)	0	1		0.75	2016	2016		1	C0011603
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Eye Disease	disease	C0015397	Eye Diseases (C11)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)	Abnormality of the eye (00478)	1	0		0.75				0.666666666666667	C0015397
ABCB1	5243	ENSG00000085563	protein-coding	0.326	0.957	1.7784e-05	A4D1D2|P08183	DTO_05007405	Transporter	Status Epilepticus	disease	C0038220	Nervous System Diseases (C10)|Pathological Conditions, Signs and Symptoms (C23)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the nervous system (00707)	0	1		0.75	2004	2004		1	C0038220
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WXZ1|Q53GA5|K7PPA8|A0A087X1Q1|H2EHT1|A0A087WT22|P04637	DTO_05007542	Transcription factor	Neoplasm, Thyroid	disease	C0040136	Neoplasms (C04)|Endocrine System Diseases (C19)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the endocrine system (00818)	0	1		0.75	2006	2006		0.875	C0040136
SMAD6	4091	ENSG00000137834	protein-coding	0.536	0.87	7.9018e-55	O43541	DTO_05007542	Transcription factor	Radioulnar synostosis	disease	C0158761	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Musculoskeletal Diseases (C05)	Congenital Abnormality (T019)	physical disorder (0080015)	Abnormality of the musculoskeletal system (33127)|Abnormality of limbs (40064)	0	0		0.75				1	C0158761
RAF1	5894	ENSG00000132155	protein-coding	0.407	0.913	1	P04049|A0A0S2Z4L5|L7RRS6	DTO_03300101	Kinase	Gliomas	disease	C0017638	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Abnormality of the nervous system (00707)|Neoplasm (02664)	1	1		0.75	2013	2013		0.9	C0017638
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	P04626|F5H1T4|X5DNK3|J3QLU9	DTO_03300101	Kinase	Disease, Hirschsprung	disease	C0019569	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	1		0.75	2021	2021		1	C0019569
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Hodgkin's granuloma	disease	C0019829	Immune System Diseases (C20)|Hemic and Lymphatic Diseases (C15)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)|Neoplasm (02664)	0	0		0.75				0.814814814814815	C0019829
PGK1	5230	ENSG00000102144	protein-coding	0.494	0.87		V9HWF4|P00558	DTO_03300101	Kinase	Anemia, Hemolytic	disease	C0002878	Hemic and Lymphatic Diseases (C15)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)	0	0		0.75				1	C0002878
PTTG1	9232	ENSG00000164611	protein-coding	0.467	0.783	0.61245	O95997|Q6IAL9			Liver cell carcinoma	disease	C2239176	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the digestive system (25031)	0	1		0.75	2017	2017		0.947368421052632	C2239176
HMGB1	3146	ENSG00000189403	protein-coding	0.36	0.957	0.99972	P09429	DTO_05007557	Nucleic acid binding	Disease, Ischemic Heart	disease	C0151744	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)		1	1		0.75	2005	2005		1	C0151744
CRYAB	1410	ENSG00000109846	protein-coding	0.421	0.913	0.0054466	A0A024R3B9|V9HW27|P02511			Myofibrillar myopathy	disease	C2678065	Nervous System Diseases (C10)|Musculoskeletal Diseases (C05)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	0	0		0.75				1	C2678065
ADRB2	154	ENSG00000169252	protein-coding	0.421	0.957	0.0010085	P07550|X5DQM5	DTO_02300001	G-protein coupled receptor	Cystic Fibrosis	disease	C0010674	Respiratory Tract Diseases (C08)|Digestive System Diseases (C06)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Disease or Syndrome (T047)	genetic disease (630)|syndrome (225)		0	0		0.75				1	C0010674
IL1A	3552	ENSG00000115008	protein-coding	0.323	0.957	0.060574	P01583			Interstitial lung disease	disease	C0206062	Respiratory Tract Diseases (C08)	Disease or Syndrome (T047)	disease of anatomical entity (7)		1	0		0.75				1	C0206062
CRYAB	1410	ENSG00000109846	protein-coding	0.421	0.913	0.0054466	P02511|V9HW27|A0A024R3B9			Degenerative disease of nervous system, unspecified	disease	C0524851	Nervous System Diseases (C10)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the nervous system (00707)	0	1		0.75	2005	2005		0.923076923076923	C0524851
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WT22|Q53GA5|P04637|A0A087WXZ1|K7PPA8|A0A087X1Q1|H2EHT1	DTO_05007542	Transcription factor	Thymoma	disease	C0040100	Neoplasms (C04)|Hemic and Lymphatic Diseases (C15)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)|Abnormality of the immune system (02715)|Neoplasm (02664)|Abnormality of the endocrine system (00818)	0	1		0.75	2014	2014		0.916666666666667	C0040100
FGF1	2246	ENSG00000113578	protein-coding	0.4	0.913	0.13422	Q16089|A0A7U3JVZ2|P05230|A8K147	DTO_05007599	Signaling	Neoplasm, Bladder	disease	C0005695	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	0	0		0.75				0.916666666666667	C0005695
MOCS2	4338	ENSG00000164172	protein-coding	0.682	0.565	0.003189	O96007|O96033			Combined molybdoflavoprotein enzyme deficiency	disease	C0268119	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	disease of metabolism (0014667)|genetic disease (630)	Abnormality of metabolism/homeostasis (01939)	0	7		0.75	1975	2022		1	C0268119
ESR1	2099	ENSG00000091831	protein-coding	0.297	0.957	0.99791	H0Y4W6|G4XH65|A8KAF4|A0A125SXW3|P03372|Q9UBT1	DTO_00102000	Nuclear receptor	Liver cell carcinoma	disease	C2239176	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the digestive system (25031)	0	2		0.75	2009	2017		0.925531914893617	C2239176
ABCB1	5243	ENSG00000085563	protein-coding	0.326	0.957	1.7784e-05	A4D1D2|P08183	DTO_05007405	Transporter	Rheumatoid arthritis	disease	C0003873	Skin and Connective Tissue Diseases (C17)|Musculoskeletal Diseases (C05)|Immune System Diseases (C20)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	0	2		0.75	2010	2012		0.8	C0003873
MMP2	4313	ENSG00000087245	protein-coding	0.317	0.913	6.2654e-05	P08253	DTO_05007624	Enzyme	Oral Cancer	disease	C0220641	Neoplasms (C04)|Stomatognathic Diseases (C07)	Neoplastic Process (T191)			0	1		0.75	2017	2017		1	C0220641
TYMS	7298	ENSG00000176890	protein-coding	0.397	0.957	0.00025709	P04818|Q53Y97	DTO_05007624	Enzyme	COLONIC NEOPLASM	disease	C0009375	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	6		0.75	2004	2008		0.983870967741936	C0009375
THBS1	7057	ENSG00000137801	protein-coding	0.389	0.913	1	P07996			Breast Neoplasms	disease	C1458155	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)		Neoplasm (02664)|Abnormality of the breast (00769)	0	1		0.75	1997	1997		0.958333333333333	C1458155
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	B7Z2I3|C9JYS6|E7BSV0|F2YGG7|Q504U8|P00533	DTO_03300101	Kinase	Oral Cancer	disease	C0220641	Neoplasms (C04)|Stomatognathic Diseases (C07)	Neoplastic Process (T191)			0	1		0.75	2019	2019		0.953125	C0220641
PARP1	142	ENSG00000143799	protein-coding	0.366	0.957	0.99939	P09874			Colorectal Neoplasm	disease	C0009404	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	1		0.75	2016	2016		0.96078431372549	C0009404
ANXA2	302	ENSG00000182718	protein-coding	0.403	0.913	3.8504e-06	H0YL33|A0A024R5Z7|P07355			Liver Neoplasm	disease	C0023903	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	1		0.75	2009	2009		1	C0023903
ABCB1	5243	ENSG00000085563	protein-coding	0.326	0.957	1.7784e-05	A4D1D2|P08183	DTO_05007405	Transporter	Neuroblastoma	disease	C0027819	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the nervous system (00707)|Neoplasm (02664)	0	1		0.75	1996	1996		0.842105263157895	C0027819
ESR1	2099	ENSG00000091831	protein-coding	0.297	0.957	0.99791	Q9UBT1|A0A125SXW3|H0Y4W6|A8KAF4|G4XH65|P03372	DTO_00102000	Nuclear receptor	Neoplasm, Bladder	disease	C0005695	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	0	2		0.75	2006	2022		1	C0005695
FGF1	2246	ENSG00000113578	protein-coding	0.4	0.913	0.13422	A8K147|Q16089|P05230|A0A7U3JVZ2	DTO_05007599	Signaling	Neoplasm, Ovarian	disease	C0919267	Urogenital Diseases (C12)|Neoplasms (C04)|Endocrine System Diseases (C19)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Abnormality of the genitourinary system (00119)|Neoplasm (02664)	0	1		0.75	2015	2015		1	C0919267
IL1A	3552	ENSG00000115008	protein-coding	0.323	0.957	0.060574	P01583			Osteoporoses	disease	C0029456	Nutritional and Metabolic Diseases (C18)|Musculoskeletal Diseases (C05)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	3	0		0.75				1	C0029456
ABCB1	5243	ENSG00000085563	protein-coding	0.326	0.957	1.7784e-05	A4D1D2|P08183	DTO_05007405	Transporter	Abuse, Marihuana	disease	C0024809	Mental Disorders (F03)|Chemically-Induced Disorders (C25)	Mental or Behavioral Dysfunction (T048)	disease of mental health (150)		1	1		0.75	2009	2009		1	C0024809
HMGB1	3146	ENSG00000189403	protein-coding	0.36	0.957	0.99972	P09429	DTO_05007557	Nucleic acid binding	Necrosis	phenotype	C0027540	Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	2		0.75	2009	2012		0.866666666666667	C0027540
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	J3QLU9|F5H1T4|P04626|X5DNK3	DTO_03300101	Kinase	Bladder transitional cell carcinoma	disease	C0279680	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Abnormality of the genitourinary system (00119)|Neoplasm (02664)	0	1		0.75	2016	2016		0.964285714285714	C0279680
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|K7PPA8|A0A087WXZ1|A0A087X1Q1|Q53GA5|A0A087WT22|H2EHT1	DTO_05007542	Transcription factor	carcinoma of nasopharynx (diagnosis)	disease	C2931822	Otorhinolaryngologic Diseases (C09)|Stomatognathic Diseases (C07)|Neoplasms (C04)	Neoplastic Process (T191)			0	1		0.75	1992	1992		0.884057971014493	C2931822
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WXZ1|Q53GA5|K7PPA8|A0A087X1Q1|H2EHT1|A0A087WT22|P04637	DTO_05007542	Transcription factor	Oral Cancer	disease	C0220641	Neoplasms (C04)|Stomatognathic Diseases (C07)	Neoplastic Process (T191)			0	1		0.75	2019	2019		0.915254237288136	C0220641
MMP2	4313	ENSG00000087245	protein-coding	0.317	0.913	6.2654e-05	P08253	DTO_05007624	Enzyme	CRC	disease	C0009402	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.75				0.946236559139785	C0009402
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	Q53GA5|A0A087WXZ1|A0A087X1Q1|H2EHT1|P04637|K7PPA8|A0A087WT22	DTO_05007542	Transcription factor	adenocarcinoma of prostate gland	disease	C0007112	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	1		0.75	2016	2016		0.961538461538461	C0007112
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	X5DNK3|J3QLU9|P04626|F5H1T4	DTO_03300101	Kinase	Papilloma	disease	C0030354	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Abnormality of the integument (01574)|Neoplasm (02664)	1	1		0.75	1995	1995		0.8	C0030354
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087X1Q1|Q53GA5|H2EHT1|A0A087WXZ1|A0A087WT22|K7PPA8	DTO_05007542	Transcription factor	adenocarcinoma of esophagus (diagnosis)	disease	C0279628	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	1		0.75	2013	2013		0.862745098039216	C0279628
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	H2EHT1|K7PPA8|A0A087X1Q1|A0A087WXZ1|P04637|A0A087WT22|Q53GA5	DTO_05007542	Transcription factor	Epithelioma	disease	C1368683	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	2		0.75	1998	2007		0.875	C1368683
FGF1	2246	ENSG00000113578	protein-coding	0.4	0.913	0.13422	Q16089|A0A7U3JVZ2|P05230|A8K147	DTO_05007599	Signaling	Malignant neoplasm of bladder	disease	C0005684	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.75				0.916666666666667	C0005684
GSN	2934	ENSG00000148180	protein-coding	0.443	0.913	2.2754e-09	B7Z4U6|A0A0A0MS51|A0A0A0MT01|P06396|A0A384MEF1	DTO_05007530	Cellular structure	Cancer, Breast	disease	C0006142	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.75				0.944444444444444	C0006142
GSN	2934	ENSG00000148180	protein-coding	0.443	0.913	2.2754e-09	B7Z4U6|A0A0A0MS51|A0A0A0MT01|P06396|A0A384MEF1	DTO_05007530	Cellular structure	Amyloidoses	disease	C0002726	Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	disease of metabolism (0014667)	Abnormality of metabolism/homeostasis (01939)	0	0		0.75				0.942857142857143	C0002726
THBS1	7057	ENSG00000137801	protein-coding	0.389	0.913	1	P07996			Fibroses	phenotype	C0016059	Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	1		0.75	2005	2005		1	C0016059
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			cerebral sinus venous thrombosis	disease	C0338573	Cardiovascular Diseases (C14)|Nervous System Diseases (C10)	Disease or Syndrome (T047)			0	6		0.75	2005	2013		0.944444444444444	C0338573
TIMP1	7076	ENSG00000102265	protein-coding	0.359	0.913		Q6FGX5|P01033	DTO_05007584	Enzyme modulator	Cardiac Disease	disease	C0018799	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)		4	1		0.75	2013	2013		1	C0018799
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	X5DNK3|P04626|F5H1T4|J3QLU9	DTO_03300101	Kinase	Malignant melanoma of skin	disease	C0151779	Neoplasms (C04)|Skin and Connective Tissue Diseases (C17)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the integument (01574)	2	2		0.75	2016	2021		0.875	C0151779
